"T001","T002","T003","T004","T005","T006","T007","T008","T009","T010","T011","T012","T013","T014","T015","T016","T017","T018","T019","T020","T021","T022","T023","T024","T025","T026","T027","T028","T029","T030","T031","T032","T033","T034","T035","T036","T037","T038","T039","T040","T041","T042","T043","T044","T045","T046","T047","T048","T049","T050","T051","T052","T053","T054","T055","T056","T057","T058","T059","T060"
506.278598971722,459.017673521851,460.279562982005,461.442159383033,455.657776349614,459.936053984576,457.819730077121,459.406491002571,453.191838046272,455.633354755784,453.910025706941,454.956298200514,458.274742930591,457.813624678663,456.657455012853,459.59383033419,462.161953727506,460.94440874036,459.464652956298,462.256426735218,458.769280205656,461.375964010283,461.946336760925,457.810411311054,459.191195372751,459.185411311054,455.871143958869,458.541452442159,458.450514138817,458.408740359897,458.143637532134,457.540167095116,458.155848329049,460.426735218509,458.562017994859,461.280205655527,461.212724935733,455.303341902314,453.509640102828,451.150385604113,452.052699228792,456.367609254499,453.719473007712,453.349614395887,457.809447300771,457.478791773779,454.18059125964,457.951156812339,460.815552699229,455.859575835476,459.159383033419,455.895565552699,456.086118251928,455.345758354756,452.125642673522,455.277956298201,453.64942159383,456.559447300771,456.2985218509,456.807519280206
976.739281575898,883.685979142526,879.389339513326,876.308227114716,874.550405561993,875.538818076477,874.500579374276,867.05909617613,876.154113557358,867.74044032445,865.053302433372,873.056778679027,872.942062572422,878.655851680185,878.790266512167,876.872537659328,876.768250289687,879.958285052144,875.225955967555,878.711471610661,879.898030127462,879.292004634994,876.54808806489,872.493626882966,871.913093858633,872.415990730012,877.315179606025,867.275782155272,868.334878331402,866.143684820394,869.187717265353,871.638470451912,870.053302433372,876.669756662804,871.220162224797,877.293163383546,877.98493626883,869.25955967555,863.572421784473,867.289687137891,856.28157589803,861.614136732329,859.908458864426,866.035921205098,864.278099652375,871.917728852839,871.767091541136,872.223638470452,872.996523754345,874.917728852839,874.979142526072,872.852838933951,868.19235225956,866.982618771726,872.387022016222,865.736964078795,860.194669756663,861.179606025492,855.411355735805,861.574739281576
1020.36600719424,929.839028776978,925.616007194245,922.411870503597,920.514388489209,926.515287769784,923.724820143885,930.584532374101,920.654676258993,918.790467625899,911.862410071942,915.879496402878,917.768884892086,917.828237410072,922.367805755396,931.247302158273,925.165467625899,923.791366906475,922.880395683453,925.470323741007,929.507194244604,928.234712230216,926.443345323741,922.14118705036,925.07464028777,922.762589928058,923.967625899281,928.453237410072,924.113309352518,917.407374100719,915.24190647482,918.424460431655,926.210431654676,926.020683453237,921.245503597122,923.363309352518,924.847122302158,934.85071942446,924.484712230216,917.963129496403,908.821942446043,917.642985611511,911.597122302158,921.811151079137,920.339028776978,925.004496402878,925.380395683453,928.05845323741,927.536870503597,924.030575539568,925.973021582734,927.359712230216,926.845323741007,926.970323741007,926.956834532374,926.81654676259,922.370503597122,923.212230215827,917.724820143885,927.617805755396
475.173552085392,428.635896422218,426.75429926863,426.418857481716,424.284048230876,425.569480134414,424.419845819332,425.85906305594,427.039928839692,422.343941490413,420.898991895632,423.22059695592,423.615734334849,426.7659616525,425.627594386242,426.427159517691,429.647558806088,427.260130460565,423.955524807274,427.55208539237,427.326546748369,426.862423403835,424.690254991105,424.278908875272,423.653686499308,425.241945048429,424.403439414904,420.472030045464,422.916584305199,423.357382881992,420.137971931212,423.139750938921,422.98715161099,424.559596758253,422.813797193121,423.197667523226,423.814785530737,423.782961059498,420.508993872307,421.452658628187,415.816564538446,418.071357975885,417.183633129077,420.37438228899,420.610792646768,423.092113065823,420.98774461356,421.938525400277,421.82288989919,421.983000593003,423.196876853133,422.02510377545,420.561178098438,419.286024906108,420.034789484088,418.849772682348,416.97608222969,416.641035777822,414.652105159122,418.436449891283
361.658108795119,333.878749364514,333.899339095069,334.519572953737,332.749618708693,333.654295882054,333.402389425521,332.355871886121,331.434417895272,331.370869344179,329.166751398068,330.859938993391,332.815455007626,331.324351804779,332.399084900864,333.820284697509,332.814438230808,333.28546009151,333.410523640061,333.416115912557,334.049567869853,332.146415861718,332.275546517539,333.023131672598,331.986527707168,331.018301982715,332.967971530249,331.495170310117,331.665734621251,330.980427046263,330.111082867311,329.749110320285,332.431113370615,331.03660396543,331.571174377224,331.70233858668,331.740467717336,330.879766141332,330.160904931368,326.478901881037,326.994916115913,327.302745297407,327.754194204372,329.210726995425,329.415861718353,330.452719877987,329.366548042705,331.616420945602,331.092780884596,330.420183019827,331.555160142349,330.807066598882,331.738434163701,329.679715302491,328.769445856634,330.491611591256,330.169293340112,329.784697508897,329.231570920183,331.341382816472
848.333209922251,780.003702332469,772.910773787486,771.870048130322,763.967789707516,771.943724546464,770.561643835616,775.034061458719,769.306553128471,766.211032950759,749.835986671603,756.358015549796,761.511292114032,762.317660125879,767.241392077009,777.881895594224,773.787486116253,773.250277674935,767.122917437986,772.396890040726,779.302480562755,779.597186227323,774.010366530914,772.603850425768,768.100333209922,769.909292854498,768.667160310996,770.07034431692,770.700481303221,764.514994446501,756.848204368752,758.36727138097,769.359126249537,773.45575712699,764.979266938171,768.607552758238,768.817104776009,774.194372454646,766.754905590522,766.084413180304,747.50425768234,756.391336542021,750.666049611255,761.798963346909,764.977415771936,775.893002591633,770.878193261755,772.493150684931,771.122176971492,770.752313957793,772.065901517956,774.864864864865,773.01332839689,774.938541281007,774.097741577194,778.048870788597,766.064420584969,770.864864864865,761.877823028508,772.217697149204
395.880597014925,375.715174129353,374.649875621891,375.14552238806,372.814054726368,373.19092039801,373.80907960199,374.044776119403,374.248756218905,371.490049751244,369.929726368159,371.069651741294,372.000621890547,372.869402985075,373.338308457711,373.600746268657,375.496890547264,375.868781094527,375.214552238806,374.907960199005,375.717661691542,374.521144278607,374.373134328358,373.411691542289,372.723880597015,373.523009950249,373.899253731343,375.525497512438,374.301616915423,372.183457711443,370.483830845771,372.416044776119,373.934701492537,373.967661691542,372.834577114428,373.137437810945,373.577114427861,372.66355721393,374.338308457711,371.777985074627,368.516791044776,369.040422885572,369.340174129353,371.949626865672,372.260572139303,374.213930348259,374.246268656716,375.042288557214,374.837686567164,374.884950248756,376.304726368159,374.078980099502,375.044154228856,373.680348258706,372.430348258706,373.702736318408,372.179726368159,372.474502487562,371.753109452736,375.008084577114
734.092574734812,657.174541947927,653.648987463838,654.112825458052,650.68756027001,651.358727097396,650.636451301832,650.361620057859,650.506268081003,643.277724204436,643.791706846673,650.379942140791,650.187078109932,646.302796528447,650.23143683703,651.301832208293,649.115718418515,655.538090646094,651.658630665381,655.683702989392,658.777242044359,648.088717454195,652.111861137898,650.926711668274,646.790742526519,648.71456123433,654.450337512054,653.425265188042,649.333654773385,649.089681774349,645.007714561234,644.306653809065,648.049180327869,647.646094503375,646.992285438766,646.555448408872,648.227579556413,652.036644165863,644.578592092575,642.421407907425,638.390549662488,640.423336547734,642.371263259402,647.082931533269,646.867888138862,649.544840887175,648.212150433944,650.188042430087,651.151398264224,649.675988428158,651.716489874638,649.256509161041,650.179363548698,645.80231436837,642.237222757956,644.460945033751,643.957569913211,644.834136933462,643.199614271938,651.579556412729
916.582491582492,814.252525252525,809.596801346801,808.38468013468,804.444444444444,808.590067340067,804.825757575758,802.165824915825,806.117003367003,793.979797979798,790.792087542088,799.330808080808,802.585858585859,802.660774410774,805.911616161616,811.742424242424,809.491582491582,811.207070707071,805.982323232323,810.702861952862,811.909932659933,809.608585858586,810.5,804.978956228956,799.906565656566,805.319865319865,805.186868686869,793.069023569024,800.284511784512,799.591750841751,794.31734006734,793.320707070707,798.233164983165,805.81734006734,798.441077441077,804.837542087542,805.482323232323,798.36531986532,794.753367003367,794.799663299663,779.414983164983,785.667508417508,784.946127946128,795.270202020202,794.132996632997,802.107744107744,799.750841750842,802.781986531986,804.739057239057,801.212121212121,802.351851851852,802.224747474747,796.490740740741,796.808080808081,795.686868686869,795.293771043771,789.06734006734,794.348484848485,782.281144781145,793.731481481482
669.246420497362,657.977392614921,660.45139412208,658.57422758101,653.877920120573,658.336850037679,657.6284853052,659.821401657875,657.66013564431,655.818387339864,653.190655614167,652.926902788244,655.909570459684,656.323285606632,654.873398643557,655.313489073097,658.511680482291,658.513941220799,656.22004521477,657.91710625471,658.330067822155,653.322532027129,655.715146948003,656.668425018839,654.137905048983,652.535041446873,652.771665410701,656.762622456669,656.64581763376,653.114544084401,653.106254709872,655.372268274303,653.09721175584,656.450640542577,656.483798040693,655.331574981161,655.560663149962,662.761115297664,656.796533534288,654.244913338357,651.833458929917,651.264506405426,653.134890730972,655.717407686511,654.734740015072,656.542577241899,657.496608892238,659.856066314996,657.478522984175,654.459683496609,657.638281838734,658.617935192163,657.091936699322,656.423511680482,655.6857573474,656.585531273549,655.766390354182,658.308967596081,654.680482290882,660.690278824416
878.659635666347,807.380632790029,802.019175455417,800.500479386385,794.15723873442,796.774688398849,794.107382550336,800.982742090125,796.13518696069,787.65196548418,785.627037392138,787.604026845638,796.096836049856,795.560882070949,799.710450623202,794.790028763183,798.868648130393,802.41514860978,797.691275167785,800.976030680729,803.365292425695,794.635666347076,795.271332694152,793.437200383509,792.008628954938,793.794822627037,787.866730584851,800.762224352828,793.084372003835,787.744007670182,786.88782358581,790.012464046021,790.021093000959,792.926174496644,790.737296260786,795.108341323106,792.64046021093,801.383509108341,794.870565675935,785.186960690316,781.046979865772,782.107382550336,782.732502396932,789.265580057526,789.746883988495,793.124640460211,794.563758389262,799.459252157239,796.919463087248,794.740172579099,793.450623202301,792.712368168744,793.217641418984,789.363374880153,783.259827420901,789.366251198466,786.159156279962,787.85426653883,783.763183125599,791.927133269415
482.525390625,453.740885416667,451.598958333333,448.712239583333,452.294270833333,454.497395833333,452.51171875,457.992838541667,455.361979166667,446.28125,447.791666666667,450.990885416667,451.957682291667,450.587890625,453.677734375,454.690755208333,454.029296875,454.613932291667,451.098307291667,457.942057291667,456.787109375,454.556640625,454.311848958333,456.667317708333,452.977213541667,456.58984375,454.661458333333,452.4765625,453.8203125,453.83203125,450.600260416667,451.217447916667,454.209635416667,454.847005208333,454.567708333333,459.158203125,454.610026041667,461.645182291667,458.767578125,464.787760416667,453.662760416667,453.611328125,456.90234375,456.654947916667,456.916015625,457.909505208333,459.505859375,456.095052083333,457.935546875,456.048177083333,454.955078125,454.188151041667,452.130859375,453.690755208333,455.748046875,455.825520833333,449.603515625,455.149739583333,451.314453125,452.413411458333
