"","l-caud","L-cinga","L-fmedc","l-operc","L-forbc","L-front","l-inffrontgop","l-inffrontgtri","l-juxlob","l-mfg","l-parcing","L-prefront","-subcall","l-sfg","l-ins","l-cun","l-calc","l-latocinf","L-ling","L-occfus","L-occp","L-ang","L-cingpost","L-latoccsup","L-postcent","L-precun","L-supparl","L-supmargga","L-supmarggp","l-lent","l-stg","l-itg","l-itgtempoc","l-amig","l-hip","l-mtgant","l-mtgpost","l-mtgtempoc","l-parhipc","l-plan","l-tfus","l-tofus","l-tempp","l-thal","l-caud","r-cinga","r-fmedc","r-operc","r-forbc","r-front","r-inffrontgop","r-inffrontgtri","r-juxlob","r-mfg","r-parcing","r-prefront","r-subcall","r-sfg","r-ins","r-cun","r-calc","r-latocinf","r-ling","r-occfus","r-occp","r-ang","r-cingpost","r-latoccsup","r-postcent","r-precun","r-supparl","r-smargant","r-smargpost","r-lent","r-stg","r-itg","r-itgtempoc","r-mtgant","r-mtgpost","r-mtgtempoc","r-parhipc","r-plan","r-amig","r-hip","r-tfus","r-tofus","r-tempp","r-thal"
"T024",797.451908396947,894.958544839256,563.10162601626,805.393129770992,538.657110736369,456.939151208544,707.532364597094,584.777777777778,708.249684741488,549.304812834225,890.815044858523,409.812862981286,573.951827242525,727.572709801409,829.226646248086,833.289517470882,936.403648802737,843.042907622413,826.436729396496,784.648539778449,457.810411311054,872.493626882966,922.14118705036,424.278908875272,333.023131672598,772.603850425768,373.411691542289,650.926711668274,804.978956228956,656.668425018839,793.437200383509,456.667317708333,812.41975308642,413.185303514377,698.577850877193,672.413870246085,820.014114326041,954.880952380952,509.410869565217,880.55600814664,515.004636785162,830.672256097561,512.14553794829,940.975917431193,1038.41891891892,1011.93225083987,581.253012048193,780.525487728131,527.389513108614,707.065020474004,803.346998535871,664.618487394958,691.526536312849,612.389854065323,1063.90132547865,537.879735280694,453.413080895009,787.020020359688,821.766011955594,911.37650200267,957.139484978541,893.114947751022,827.704043126685,778.616118769883,463.817962003454,956.015099519561,879.09249817917,552.130082905646,497.646376811594,784.088881809494,619.342277877162,754.167053364269,852.484107579462,657.340361445783,731.658077304262,285.053558844257,589.5225,550.990267639903,703.769063180828,948.966955153423,393.740860215054,907.672162948594,261.850632911392,663.93429844098,384.706911636046,708.73670212766,462.864253393665,930.001148105626
"T025",795.221374045802,894.34179357022,559.540650406504,806.149400218103,536.663856098932,456.235244519393,706.207397622193,585.164658634538,706.271122320303,549.472790185593,890.131124913734,408.865132286513,570.878737541528,725.469891095452,828.705206738132,831.106489184692,933.759407069555,846.536092882383,824.728098637249,785.074521651561,459.191195372751,871.913093858633,925.07464028777,423.653686499308,331.986527707168,768.100333209922,372.723880597015,646.790742526519,799.906565656566,654.137905048983,792.008628954938,452.977213541667,816.031550068587,410.038338658147,692.978070175439,670.17225950783,813.638673253352,953.326530612245,509.903260869565,881.723014256619,514.254250386399,831.176829268293,510.108840700584,937.335435779817,1036.49877149877,1008.05151175812,581.471600688468,780.288860918817,523.822721598003,702.656905323241,791.816983894583,659.941176470588,687.744413407821,609.603891591383,1060.71649484536,537.83477863989,452.523235800344,784.297590770275,821.00853970965,903.477970627503,951.706008583691,893.13539300318,826.338005390836,776.777306468717,463.597582037997,961.083733699382,878.067734887108,549.56316620608,496.241449275362,780.647658489965,617.31007751938,752.527842227378,851.80521597392,655.489457831325,728.115956392468,282.961240310078,588.8575,548.866180048662,698.510530137981,943.018882769473,390.922580645161,904.693501454898,258.916455696203,663.749443207127,381.872265966754,708.035904255319,457.765528589058,928.845005740528
"T026",795.422900763359,893.467005076142,564.709349593496,808.177208287895,531.150084317032,456.313378302417,702.216644649934,577.808567603748,706.051702395965,549.229946524064,889.113871635611,409.435147343515,567.867109634552,722.337283792441,826.183001531394,830.763727121464,934.984036488027,844.791014639071,826.152498377677,779.29003021148,459.185411311054,872.415990730012,922.762589928058,425.241945048429,331.018301982715,769.909292854498,373.523009950249,648.71456123433,805.319865319865,652.535041446873,793.794822627037,456.58984375,815.001371742112,408.143769968051,690.299342105263,661.521252796421,822.163020465773,953.090702947846,507.069565217391,879.024439918534,512.775888717156,836.495426829268,514.821934945788,936.244839449541,1035.30221130221,1004.19876819709,590.826161790017,782.150409062303,529.149812734082,705.272986722919,804.96046852123,664.04537815126,688.247206703911,614.394023627519,1060.30265095729,538.743724326791,447.857142857143,784.109602986088,820.477369769428,909.631508678238,955.656652360515,892.282598818719,823.712668463612,773.940615058325,462.20829015544,964.671928620453,879.479242534596,555.349782866167,496.680289855072,782.931188276521,618.964221824687,755.505800464037,856.164629176854,656.159638554217,731.213082259663,281.062720225511,590.82625,551.335766423358,700.164124909223,951.822974036192,399.48064516129,904.148399612027,263.035443037975,664.427616926503,384.530183727034,698.571808510638,463.155902920609,928.630309988519
"T027",793.865648854962,896.691201353638,565.595528455285,804.931842966194,532.322653175942,455.045250140528,705.752972258917,576.982597054886,708.698612862547,550.334381881095,890.587301587302,412.014411701441,568.176079734219,724.213965406791,828.211332312404,832.883527454243,934.809578107184,838.256436143362,824.060999351071,778.21752265861,455.871143958869,877.315179606025,923.967625899281,424.403439414904,332.967971530249,768.667160310996,373.899253731343,654.450337512054,805.186868686869,652.771665410701,787.866730584851,454.661458333333,812.740740740741,410.277955271565,689.383771929825,660.753914988814,816.589273112209,951.922902494331,503.296739130435,879.155804480652,511.351622874807,833.721036585366,513.262301918265,935.160550458716,1034.40294840295,1011.57614781635,587.750430292599,789.771554436753,528.750936329588,702.884725152004,795.333821376281,663.294117647059,692.617318435754,612.495830437804,1063.88880706922,538.132131446828,445.648881239243,785.884967763828,826.812980358668,908.213618157543,953.302575107296,892.092685143117,823.730458221024,775.682926829268,459.863557858377,957.23472889499,881.267297887837,552.481839715752,498.933623188406,780.741956036954,619.086463923673,755.776102088167,854.616136919315,658.073795180723,739.627353815659,280.654686398872,589.15875,548.367396593674,698.544662309368,940.664830841857,393.35376344086,910.41222114452,263.645569620253,663.65144766147,382.547681539808,698.469414893617,461.944878650761,927.199196326062
"T028",798.645801526718,898.261421319797,564.794715447154,808.266630316249,535.101180438449,456.496346261945,708.894319682959,580.9812583668,710.761664564943,543.459893048128,890.470669427191,411.517530651753,569.888704318937,722.354260089686,834.713629402757,835.633943427621,934.906499429875,838.599192327108,827.55613238157,784.776435045317,458.541452442159,867.275782155272,928.453237410072,420.472030045464,331.495170310117,770.07034431692,375.525497512438,653.425265188042,793.069023569024,656.762622456669,800.762224352828,452.4765625,814.842249657064,413.185303514377,701.430921052632,668.548098434004,820.582215949188,959.12358276644,511.036956521739,887.641547861507,513.808346213292,829.496951219512,507.910758965805,940.13245412844,1036.9312039312,1014.89921612542,582.115318416523,783.594713656388,525.463171036205,700.718947760268,805.799414348463,659.166386554622,695.805865921788,608.102501737318,1061.17599410898,538.795070743953,448.438898450947,783.726162198846,824.776259607173,913.747663551402,951.467811158798,896.101317582917,828.550943396226,780.207847295864,460.896027633851,946.490048043926,879.805535324108,547.310698776155,497.012173913043,782.53074227461,624.824686940966,760.487238979118,850.687041564792,657.737951807229,735.600594648167,277.859760394644,587.30375,543.783454987835,700.348583877996,947.487804878049,391.522580645161,911.513094083414,260.630379746835,666.900890868597,383.255468066492,705.273936170213,457.150966680378,930.936854190586
"T029",797.346564885496,896.787648054146,567.743902439024,807.019629225736,537.902192242833,455.56197301855,704.033025099075,579.91030789826,709.944514501892,546.871028625354,892.839199447895,408.820391482039,572.667774086379,721.679692504805,830.312404287902,832.758735440932,936.189281641961,843.991923271075,825.397793640493,781.109768378651,458.450514138817,868.334878331402,924.113309352518,422.916584305199,331.665734621251,770.700481303221,374.301616915423,649.333654773385,800.284511784512,656.64581763376,793.084372003835,453.8203125,817.01646090535,408.581469648562,693.52850877193,671.020134228188,814.739590684545,949.172335600907,509.026086956522,880.884928716904,513.889489953632,833.59756097561,515.776897414512,940.857798165138,1039.66093366093,1008.81019036954,589.485370051635,780.394587791064,525.67290886392,701.934110931877,787.783308931186,658.191596638655,693.853351955307,608.684503127172,1063.9587628866,537.886809675947,452.399311531842,783.704105870377,820.760888129804,908.11481975968,954.894849785408,892.931394820536,824.488409703504,778.716861081654,461.585837651123,957.672614962251,881.251274581209,548.728385313857,497.871014492754,782.195603695444,620.165175909362,754.08120649652,855.827220863896,657.993975903614,729.945490584737,283.682875264271,592.425,556.250608272506,701.643427741467,949.530291109363,395.270967741935,906.791464597478,255.860759493671,662.949888641425,383.974628171479,712.514627659574,462.870835047306,933.975315729047
"T030",794.758778625954,892.65820642978,568.973577235772,801.579062159215,536.362563237774,452.526700393479,705.808454425363,575.894243641232,705.523329129887,545.379364580057,890.24016563147,409.284362228436,570.621262458472,724.130044843049,828.509954058193,832.677204658902,932.847206385405,843.887935386169,820.632057105776,780.484390735146,458.408740359897,866.143684820394,917.407374100719,423.357382881992,330.980427046263,764.514994446501,372.183457711443,649.089681774349,799.591750841751,653.114544084401,787.744007670182,453.83203125,812.857338820302,411.91054313099,693.760964912281,665.729306487696,814.494001411433,953.458049886621,505.033695652174,876.312627291242,511.066460587326,829.626524390244,512.672643869892,935.549885321101,1035.79115479115,1006.73852183651,590.432013769363,785.648206419131,525.870162297129,702.450428092816,798.844802342606,666.44537815126,687.840782122905,608.879082696317,1062.60456553756,537.734367868553,446.867469879518,782.240244316254,823.582408198121,906.045393858478,952.762875536481,890.357564743299,822.788140161725,774.340402969247,455.016925734024,950.475634866163,875.002184996358,546.316818002369,498.211014492754,778.54635234151,618.225402504472,754.704176334107,852.976365118174,657.46686746988,734.989098116948,281.837914023961,590.5275,555.265206812652,701.668119099492,943.560975609756,393,907.446168768186,259.422784810127,662.648106904232,382.413823272091,707.121010638298,463.014397367339,928.119977037887
"T031",795.670229007634,889.88578680203,566.491869918699,803.923664122137,535.003372681282,455.020095559303,699.887714663144,579.661311914324,702.313997477932,544.517772884555,888.24154589372,407.279630027963,573.182724252492,719.719090326714,829.139356814701,820.63227953411,927.762827822121,839.036850075719,818.448410123297,774.842900302115,458.143637532134,869.187717265353,915.24190647482,420.137971931212,330.111082867311,756.848204368752,370.483830845771,645.007714561234,794.31734006734,653.106254709872,786.88782358581,450.600260416667,812.071330589849,408.894568690096,692.27850877193,665.454138702461,812.91390261115,951.091836734694,507.629347826087,877.62932790224,510.697836166924,831.278963414634,507.922435362802,934.870986238532,1039.27518427518,1001.91209406495,587.134251290878,774.444933920705,525.199126092385,699.293212557389,791.468521229868,659.105882352941,682.600558659218,606.839819318972,1056.42709867452,536.128936558649,454.022375215146,780.311163895487,820.257899231426,896.467289719626,946.192060085837,887.253975465697,817.233423180593,774.366914103924,458.427288428325,956.9615648593,870.826656955572,544.650611922621,494.127246376812,773.117234788149,612.14549791294,746.506960556845,847.127954360228,654.545180722892,722.593657086224,279.45806906272,586.67625,544.214111922141,697.946259985476,945.537372147915,388.051612903226,897.734238603298,255.741772151899,661.910913140312,380.867016622922,706.417553191489,459.212258329905,926.617680826636
"T032",793.807633587786,892.197123519459,562.128048780488,806.944929116685,533.40921866217,453.599634626194,707.034346103038,577.255689424364,707.239596469105,539.669078326518,887.934437543133,409.552376855238,573.602990033223,718.331197950032,832.509954058193,822.051580698835,929.038768529076,840.948006057547,819.284879948086,778.436052366566,457.540167095116,871.638470451912,918.424460431655,423.139750938921,329.749110320285,758.36727138097,372.416044776119,644.306653809065,793.320707070707,655.372268274303,790.012464046021,451.217447916667,812.903978052126,409.153354632588,692.96600877193,664.313199105145,815.225123500353,948.351473922903,507.30652173913,879.08350305499,511.914219474498,828.908536585366,508.005004170142,933.32626146789,1034.90171990172,1006.6640537514,584.948364888124,777.941472624292,524.765293383271,698.05633453282,797.046852122987,653.351260504202,688.970670391062,609.346421125782,1056.56406480118,536.572341396623,452.244406196213,780.75296912114,822.420153714774,899.663551401869,951.938841201717,886.899591094957,820.962264150943,772.616118769883,456.943696027634,951.593685655456,874.641660597232,541.116265298066,498.651884057971,774.202293724116,618.128801431127,753.967517401392,852.171964140179,655.6875,726.898909811695,278.875968992248,586.38,545.951338199513,695.705156136529,936.25885129819,389.521505376344,904.862269641125,259.13164556962,664.713808463252,380.202974628171,707.824468085106,457.161661867544,924.440872560276
"T033",797.250381679389,896.648054145516,565.567073170732,804.88985823337,532.155705452501,453.38813940416,702.417437252312,571.429718875502,709.846153846154,546.307014784523,891.080745341615,411.190793719079,570.564784053156,722.777706598334,826.781776416539,827.732113144759,937.33181299886,839.262998485613,825.886437378326,774.803625377643,458.155848329049,870.053302433372,926.210431654676,422.98715161099,332.431113370615,769.359126249537,373.934701492537,648.049180327869,798.233164983165,653.09721175584,790.021093000959,454.209635416667,815.093278463649,407.865814696486,691.638157894737,662.619686800895,818.956951305575,950.521541950113,508.857608695652,881.127291242363,512.527820710974,837.743902439024,513.020016680567,937.860665137615,1038.15970515971,1010.72060470325,586.693631669535,783.626179987413,530.116104868914,703.349298920462,801.311859443631,665.026890756303,692.678770949721,610.232453092425,1060.0412371134,539.379050661798,452.612736660929,782.133695283339,820.618274978651,904.365821094793,956.987124463519,889.946388005452,823.323989218329,775.178154825026,459.862521588946,956.346602608099,881.426074289876,546.271417291749,498.344637681159,780.862376553042,620.045319022063,759.694895591647,853.987775061125,658.790662650602,737.451932606541,281.547568710359,591.24375,549.756690997567,699.257080610022,937.739575137687,393.978494623656,910.935014548982,259.994936708861,665.041202672606,382.964129483815,701.851063829787,461.284245166598,932.319747416762
"T034",797.145038167939,898.041455160744,571.603658536585,806.923664122137,537.578976953345,457.364811691962,706.05284015852,578.004016064257,708.055485498108,549.77319911922,894.471359558316,410.496020649602,571.063122923588,725.987508007687,829.035222052067,837.587354409318,937.636259977195,844.570418980313,827.630759247242,779.909365558912,460.426735218509,876.669756662804,926.020683453237,424.559596758253,331.03660396543,773.45575712699,373.967661691542,647.646094503375,805.81734006734,656.450640542577,792.926174496644,454.847005208333,813.396433470508,409.41214057508,692.694078947368,670.982102908277,819.278052223006,957.119047619048,507.511956521739,878.09266802444,513.02086553323,833.932926829268,513.893661384487,938.981077981651,1036.69778869779,1010.8516237402,596.263339070568,779.953429830082,525.486891385768,706.203995532945,790.591508052709,663.176470588235,689.832402234637,612.748783877693,1068.99042709867,537.876083979918,447.012048192771,786.00033932813,822.485055508113,909.49132176235,954.395922746781,893.64697864607,824.425876010782,774.518557794274,463.847668393782,961.829100892244,881.002913328478,550.41314646664,498.008695652174,785.25262822555,618.165772212284,754.419953596288,855.708231458843,657.19578313253,730.594648166502,284.131078224101,591.00375,556.776155717762,703.680464778504,950.754523996853,395.481720430108,902.719689621727,256.924050632911,664.992204899777,383.959755030621,708.48670212766,464.753187988482,930.276693455798
"T035",797.068702290076,896.235194585448,563.353658536585,808.516902944384,536.394041596402,454.409359190556,706.496697490093,575.329317269076,708.53341740227,546.490720352312,891.663906142167,410.205205420521,573.910299003322,722.233824471493,831.243491577335,832.114808652246,934.18244013683,841.342251388188,821.628163530175,777.919436052367,458.562017994859,871.220162224797,921.245503597122,422.813797193121,331.571174377224,764.979266938171,372.834577114428,646.992285438766,798.441077441077,656.483798040693,790.737296260786,454.567708333333,812.886145404664,409.153354632588,688.316885964912,670.402684563758,817.829216654905,950.426303854875,504.094565217391,877.38900203666,511.538639876352,833.265243902439,512.505838198499,937.303899082569,1036.58230958231,1010.40257558791,584.87091222031,781.697923222152,526.752808988764,703.310460354883,793.430453879941,664.028571428571,690.666201117318,612.634120917304,1062.53387334315,539.384527612962,447.953528399312,785.081438751272,823.071733561059,907.357810413885,951.576180257511,888.712857791913,822.014555256065,774.574761399788,459.915371329879,962.291008922443,877.737800436999,548.58784050533,497.685507246377,779.257088244664,616.879546809779,752.303944315545,856.200488997555,657.180722891566,730.978196233895,280.885130373502,588.7625,552.165450121655,702.39941902687,945.147128245476,391.047311827957,904.383123181377,259.146835443038,663.047884187082,381.241469816273,711.139627659574,463.641299876594,928.555683122847
"T036",799.311450381679,895.27834179357,566.684959349593,808.835877862595,537.665542439573,458.189853850478,709.130779392338,582.601070950469,708.387137452711,549.057879836427,891.187025534852,410.636050763605,575.707641196013,726.411915438821,832.360643185299,834.956738768719,935.996579247434,841.018172640081,826.422452952628,777.392749244713,461.280205655527,877.293163383546,923.363309352518,423.197667523226,331.70233858668,768.607552758238,373.137437810945,646.555448408872,804.837542087542,655.331574981161,795.108341323106,459.158203125,813.004115226337,407,692.834429824561,671.170022371365,823.576570218772,956.077097505669,510.988043478261,880.936863543788,513.386398763524,833.099085365854,507.888657214345,939.970183486239,1037.88574938575,1010.00167973124,588.268502581756,780.848332284456,526.873283395755,705.777267651073,797.207906295754,665.268907563025,690.245810055866,614.740792216817,1065.029455081,538.498858968508,455.814113597246,787.590770274856,821.637916310845,907.635514018692,953.854077253219,893.223534756929,825.558490566038,776.078472958643,466.815889464594,962.850377487989,879.107793153678,551.129885511251,497.695072463768,780.910162472125,617.163983303518,753.164733178654,855.19804400978,658.639307228916,731.250743310208,279.391825229035,591.2725,548.406326034063,702.960058097313,950.904012588513,390.922580645161,906.654704170708,258.875949367089,664.174832962138,383.849518810149,707.372340425532,462.502262443439,931.936854190586
"T037",797.27786259542,899.082910321489,569.107723577236,807.249182115594,541.402473299607,459.566750983699,706.221928665786,581.536813922356,709.760403530895,550.111670336584,895.412698412698,410.443966444397,574.46511627907,727.128122998078,831.046707503828,830.978369384359,936.381984036488,841.375567895003,826.589227774173,780.531722054381,461.212724935733,877.98493626883,924.847122302158,423.814785530737,331.740467717336,768.817104776009,373.577114427861,648.227579556413,805.482323232323,655.560663149962,792.64046021093,454.610026041667,814.345679012346,411.124600638978,691.416666666667,672.342281879195,826.388143966126,954.946712018141,508.785869565217,882.452138492872,511.878670788253,834.342987804878,513.58798999166,936.677752293578,1037.91891891892,1013.81298992161,593.325301204819,781.059156702329,526.93695380774,705.509740662613,805.046852122987,662.205042016807,691.780726256983,611.824183460737,1069.81369661267,539.194888178914,451.913941480207,786.594842212419,822.837745516652,904.28170894526,952.732832618026,890.52885052249,823.511051212938,774.72216330859,464.679792746114,957.780370624571,879.439912600146,548.924595341492,498.590724637681,780.570563873845,618.180679785331,755.012761020882,852.535452322738,656.642319277108,729.669970267592,283.398167723749,589.895,550.138686131387,703.339869281046,946.512981904013,391.044086021505,904.955383123181,257.762025316456,663.213808463252,381.201224846894,708.001329787234,461.406417112299,930.896670493685
"T038",800.523664122137,903.603214890017,561.904471544715,818.563794983642,540.301292861158,453.193226531759,713.184940554822,567.473895582329,714.518284993695,544.795533186537,896.632160110421,410.116369111637,570.830564784053,719.984945547726,835.695252679939,836.217970049917,942.15393386545,845.485108531045,835.996755353666,790.210473313192,455.303341902314,869.25955967555,934.85071942446,423.782961059498,330.879766141332,774.194372454646,372.66355721393,652.036644165863,798.36531986532,662.761115297664,801.383509108341,461.645182291667,813.106995884774,413.348242811502,703.053728070175,679.333333333333,813.916019760056,956.37641723356,516.873913043478,886.364562118126,523.362442040185,845.833841463415,519.264804003336,950.394495412844,1030.97051597052,1015.47536394177,575.626506024096,790.79295154185,527.176654182272,700.120114158084,803.676427525622,663.435294117647,695.920391061453,611.442668519805,1062.17746686303,538.61821086262,452.220309810671,785.237869019342,824.738684884714,916.488651535381,957.136266094421,891.562925942753,842.267924528302,786.861081654295,457.500863557858,946.881949210707,886.069191551347,544.815436241611,499.139710144928,785.199107996177,616.222420989863,751.139211136891,854.519967400163,662.417921686747,736.838453914767,290.493305144468,595.06375,562.956204379562,698.018881626725,947.349331235248,404.364516129032,909.287099903007,262.782278481013,671.397550111359,395.241469816273,729.083776595745,465.654874537227,939.261768082664
"T039",798.17251908397,897.642978003384,571.626016260163,807.992911668484,537.535132096684,454.990725126476,703.86393659181,574.942436412316,708.820933165195,542.761560239069,891.937198067633,409.181759518176,576.35049833887,721.327674567585,831.508422664625,825.324459234609,934.751425313569,839.516405855628,825.216742375081,778.549848942598,453.509640102828,863.572421784473,924.484712230216,420.508993872307,330.160904931368,766.754905590522,374.338308457711,644.578592092575,794.753367003367,656.796533534288,794.870565675935,458.767578125,814.0219478738,410.105431309904,692.464912280702,671.865771812081,822.200423429781,954.459183673469,508.683695652174,882.892057026477,512.509273570325,831.544207317073,508.104670558799,937.669151376147,1036.87100737101,1013.49664053751,594.423407917384,780.46381371932,526.604244694132,700.908425362948,794.456808199121,658.005042016807,693.949720670391,608.296038915914,1062.9322533137,536.828160657234,457.194492254733,783.086868001357,823.760888129804,901.616822429907,955.682403433476,887.977737392094,826.853369272237,777.569459172853,461.445595854922,949.290322580645,877.82884195193,543.905842874062,495.917971014493,780.363172985027,617.564102564103,748.526682134571,850.130399348003,658.019578313253,730.723488602577,283.880197322058,597.65125,549.043795620438,704.554103122731,951.106215578285,389.949462365591,907.239573229874,257.539240506329,661.458797327394,382.829396325459,715.063829787234,460.58535582065,926.926521239954
"T040",797.103816793893,888.955160744501,558.869918699187,806.261177753544,527.001686340641,450.988195615514,702.517833553501,572.171352074967,703.718789407314,540.65869770368,888.91856452726,406.023445902345,568.305647840532,718.668802049968,826.733537519142,825.098169717138,933.204104903079,834.380111055023,826.057754704737,778.254783484391,451.150385604113,867.289687137891,917.963129496403,421.452658628187,326.478901881037,766.084413180304,371.777985074627,642.421407907425,794.799663299663,654.244913338357,785.186960690316,464.787760416667,811.41426611797,406.766773162939,695.991228070175,670.472035794183,817.381792519407,951.920634920635,513.428260869565,875.093686354379,517.798299845441,828.638719512195,510.323185988324,935.497133027523,1034.99262899263,1000.84938409854,587.077452667814,780.502202643172,525.318352059925,700.477850849981,804.449487554905,659.564705882353,685.191340782123,606.313759555247,1056.29602356406,534.531264262894,451.635111876076,778.111978283,819.549957301452,903.700934579439,953.25321888412,888.696047251249,828.795148247978,773.322375397667,455.068739205527,941.971859986273,874.183539694101,545.007500986972,492.307246376812,780.698630136986,613.37030411449,746.750580046404,845.775061124694,655.886295180723,726.372646184341,281.815362931642,591.06625,552.807785888078,697.300653594771,943.711250983478,401.190322580645,901.493695441319,265.321518987342,667.730512249443,384.964129483815,708.156914893617,462.810366104484,928.188863375431
"T041",792.476335877863,888.78510998308,560.483739837398,802.868593238822,529.539629005059,448.467678471051,696.849405548217,566.796519410977,702.923076923077,534.874803397295,886.091787439614,404.574532157453,573.667774086379,711.024983984625,824.203675344564,812.515806988353,926.521094640821,828.522463402322,816.321219987021,771.155085599194,452.052699228792,856.28157589803,908.821942446043,415.816564538446,326.994916115913,747.50425768234,368.516791044776,638.390549662488,779.414983164983,651.833458929917,781.046979865772,453.662760416667,808.327846364883,405.862619808307,686.725877192982,658.308724832215,807.478475652788,943.386621315193,499.729347826087,872.758655804481,509.693199381762,829.192073170732,499.128440366972,931.63130733945,1035.09459459459,999.622060470325,582.590361445783,777.303335431089,524.501872659176,690.714852959424,781.360175695461,650.818487394958,680.107541899441,598.359277275886,1048.43078055965,531.57279780922,455.135972461274,771.152358330506,818.129803586678,890.642189586115,945.423819742489,879.330758746025,816.467924528302,769.440084835631,452.560276338515,944.332189430336,865.627093954843,537.55823134623,491.719710144928,766.564829563555,609.59809183065,737.426914153132,840.227383863081,654.178463855422,722.879088206145,276.242424242424,587.465,537.070559610706,690.601307189542,937.33910306845,385.950537634409,896.046556741028,255.853164556962,658.430957683742,379.11198600175,708.414893617021,457.051007815714,923.974167623421
"T042",790.699236641221,890.697969543147,567.5,804.769901853871,533.784148397976,452.129286115795,698.303830911493,565.24765729585,704.727616645649,540.936458005662,890.984126984127,405.232738223274,573.611295681063,717.288597053171,822.048238897397,818.577371048253,932.992018244014,833.005552751136,818.55029201817,770.835850956697,456.367609254499,861.614136732329,917.642985611511,418.071357975885,327.302745297407,756.391336542021,369.040422885572,640.423336547734,785.667508417508,651.264506405426,782.107382550336,453.611328125,810.475994513032,404.05750798722,687.168859649123,665.089485458613,813.152434721242,945.78798185941,505.283695652174,873.867617107943,510.377897990726,830.599085365854,511.245204336947,929.700688073395,1033.17813267813,1002.66629339306,590.203098106713,776.149779735683,523.43570536829,697.698349671175,780.361639824305,650.710924369748,681.909217877095,604.15149409312,1060.15684830633,533.331355545413,451.624784853701,775.92093654564,817.34585824082,896.194926568758,947.329399141631,883.94956837801,816.243665768194,770.674443266172,452.955094991364,949.356897735072,872.135469774217,542.194236083695,492.073623188406,772.610066900287,610.935599284437,740.856148491879,841.609616951915,654.606174698795,721.591674925669,281.53206483439,585.98625,550.153284671533,693.277414669571,938.491738788356,389.078494623656,896.096993210475,254.620253164557,657.648106904232,380.090988626422,707.321808510638,459.917729329494,922.02009184845
"T043",792.754198473282,891.25296108291,554.888211382114,803.357688113413,531.244519392917,449.709949409781,698.861294583884,567.791164658635,706.39974779319,538.287826360491,887.626639061422,406.345450634545,568.913621262458,712.93529788597,821.212098009188,818.013311148086,928.697833523375,829.216052498738,817.526930564568,769.014098690836,453.719473007712,859.908458864426,911.597122302158,417.183633129077,327.754194204372,750.666049611255,369.340174129353,642.371263259402,784.946127946128,653.134890730972,782.732502396932,456.90234375,808.842249657064,407.124600638978,686.355263157895,661.599552572707,812.556104446013,944.293650793651,499.575,870.991853360489,510.670788253478,831.582317073171,508.905754795663,930.779243119266,1033.02948402948,1002.07166853303,577.910499139415,774.375707992448,524.895131086142,694.086983496712,781.093704245974,650.080672268908,684.097765363128,602.636900625434,1056.25110456554,532.514605203104,450.323580034423,772.582287071598,818.205807002562,896.325767690254,943.99034334764,881.945479327578,815.719137466307,770.905620360551,452.223834196891,948.514756348662,868.943918426803,539.788787998421,492.199710144928,768.669958585537,611.095408467501,742.506960556845,843.088834555827,654.478915662651,721.599603567889,277.481324876674,586.26375,545.435523114355,690.330428467683,936.679779701023,394.739784946237,894.369544131911,255.718987341772,658.708240534521,379.288713910761,702.13164893617,463.540929658577,922.281859931114
"T044",793.629007633588,893.928087986464,560.384146341463,808.519083969466,535.208544125913,453.687745924677,702.936591809775,572.187416331995,708.361916771753,541.979238754325,889.337474120083,407.218756721876,572.787375415282,719.763292761051,828.344563552833,822.457570715474,931.85062713797,837.808177688036,820.421804023361,775.274924471299,453.349614395887,866.035921205098,921.811151079137,420.37438228899,329.210726995425,761.798963346909,371.949626865672,647.082931533269,795.270202020202,655.717407686511,789.265580057526,456.654947916667,813.172839506173,405.169329073482,689.921052631579,668.494407158837,817.254057868737,955.065759637188,503.758695652174,877.982688391039,511.501545595054,831.634146341463,512.188907422852,935.24254587156,1032.6683046683,1008.74860022396,582.351118760757,778.851478917558,525.120474406991,699.939446581462,794.371888726208,659.90756302521,688.424581005587,607.932592077832,1059.99189985272,533.840255591054,450.024096385542,779.767899558873,819.832621690863,904.164218958612,953.863733905579,889.349386642435,822.40539083558,772.803817603393,454.52677029361,955.498284145504,876.787327021122,544.785432293723,495.111594202899,778.321439949028,618.197972570066,751.341067285383,854.502852485738,656.810993975904,725.718533201189,283.672304439746,589.06375,553.644768856448,696.273783587509,944.742722265932,390.560215053763,900.409311348206,256.445569620253,660.866369710468,381.010498687664,709.36170212766,462.589880707528,924.07233065442
